Code,Town_Japanese,Prefecture_Town_Japanese,Prefecture_English,Prefecture_Town_English,Town_English,SP,WP,BP,Redundancy,Diversity,PV_output_2018,Windspeed_2018,PercentForest_cover,PercentEmployment_EGHW_2009,Population_2010,Area_inhabitable_2010,Land_price_residential_2009,ku_LDP_voteshare_2012,Crime_Rate_2008,Income_taxable_per_capita_2010,Unemployment_2010,Financial_Str_Index_2010,PercentChange_CO2_industry_2000_03
06204,???,??? ???,Yamagata,Yamagata-ken Sakata-shi, Sakata-shi,133,10,2,148,5,1099,7.6,59.38552398,0.463333663,111151,24226,23900,35.24489898,6.333726192,1028751.779,5.7,48,53.06
06205,???,??? ???,Yamagata,Yamagata-ken Shinjo-shi, Shinjo-shi,28,0,1,30,3,1048,6.73,54.68890084,0.280566281,38850,9862,27000,35.24489898,9.137709138,970267.8507,6.8,47,60.97
06206,????,??? ????,Yamagata,Yamagata-ken Sagae-shi, Sagae-shi,26,0,0,26,1,1190,5.25,50.40264596,0.330399075,42373,6938,32000,46.05587379,7.481179053,1067329.715,5.8,52,11.22
06207,???,??? ???,Yamagata,Yamagata-ken Kaminoyama-shi, Kaminoyama-shi,71,0,1,72,2,1180,6.62,69.42934219,0.044331481,33836,7680,30700,54.62794142,5.378886393,957978.2776,5.6,47,182.13
06208,???,??? ???,Yamagata,Yamagata-ken Murayama-shi, Murayama-shi,32,0,0,32,1,1100,6.5,53.58431133,0.138003058,26811,8835,20500,46.05587379,3.953601134,914427.7722,6,35,9.87
06209,???,??? ???,Yamagata,Yamagata-ken Nagai-shi, Nagai-shi,125,0,0,127,2,1138,8.1,63.27262565,0.190004411,29473,7701,23400,46.05587379,4.105452448,1000247.209,4.6,44,0.64
06210,???,??? ???,Yamagata,Yamagata-ken Tendo-shi, Tendo-shi,54,0,0,55,2,1157,6.95,33.53685515,0.208956183,62214,7510,43100,54.62794142,9.54769023,1073203.572,6.2,66,7.64
06211,???,??? ???,Yamagata,Yamagata-ken Higashine-shi, Higashine-shi,49,0,0,49,1,1157,6.66,64.25158083,0.032317835,46414,7455,28400,46.05587379,7.04528806,1053719.46,5.9,56,79.91
06212,????,??? ????,Yamagata,Yamagata-ken Obanazawa-shi, Obanazawa-shi,5,0,0,6,2,1093,6.4,69.49935539,0.068583487,18955,11276,17000,46.05587379,4.906357162,766499.024,4.9,26,33.59
06213,???,??? ???,Yamagata,Yamagata-ken Nanyo-shi, Nanyo-shi,55,0,0,55,1,1179,6.28,59.48973242,0.056450175,33658,6525,19800,46.05587379,6.536336087,962983.6294,7,45,68.27
06301,???,??? ???,Yamagata,Yamagata-ken Yamanobe-machi, Yamanobe-machi,20,0,0,20,1,1157,5.56,53.89504563,0,15139,2757,28200,54.62794142,3.434837176,987355.5056,6.5,38,-3.45
06302,???,??? ???,Yamagata,Yamagata-ken Nakayama-machi, Nakayama-machi,3,0,0,3,1,1160,5.48,31.73230868,0.174781523,12015,2130,28400,54.62794142,5.243445693,1002502.206,6.5,39,-15.34
06321,???,??? ???,Yamagata,Yamagata-ken Kahoku-cho, Kahoku-cho,29,0,0,29,1,1177,5.33,26.11683849,0.055112982,19959,3874,22500,46.05587379,3.206573476,1003814.77,4.9,45,12.14
06322,???,??? ???,Yamagata,Yamagata-ken Nishikawa-machi, Nishikawa-machi,0,0,0,0,0,1081,7.04,85.2020446,0.877192982,6270,6612,7400,46.05587379,2.232854864,924415.4705,5.2,27,-15.41
06323,???,??? ???,Yamagata,Yamagata-ken Asahi-machi, Asahi-machi,3,0,0,6,2,1055,6.9,73.19676714,0.050916497,7856,5139,9900,27.78618459,3.436863544,781143.9664,4.8,22,-20.9
06324,???,??? ???,Yamagata,Yamagata-ken Oe-machi, Oe-machi,12,0,0,12,1,1068,5.12,79.495842,0.043351035,9227,3210,11800,46.05587379,3.251327625,924069.2533,5.1,26,-8.53
06341,????,??? ????,Yamagata,Yamagata-ken Oishida-machi, Oishida-machi,328,0,0,328,1,1068,6.34,52.64480462,0,8160,3809,12200,46.05587379,4.534313725,841261.8873,5.9,24,-8.89
06361,???,??? ???,Yamagata,Yamagata-ken Kaneyama-machi, Kaneyama-machi,2,0,0,3,2,1015,7.15,77.95908276,0.298507463,6365,3527,10400,35.24489898,3.142183818,674513.1186,6.7,20,-15.5
06362,???,??? ???,Yamagata,Yamagata-ken Mogami-machi, Mogami-machi,7,0,0,7,1,1053,8.96,79.35628425,0,9847,6555,8000,35.24489898,4.265258454,724749.9746,5.2,22,-11.08
06363,???,??? ???,Yamagata,Yamagata-ken Funagata-machi, Funagata-machi,0,0,0,0,0,1075,6.92,66.94110728,0.081116158,6164,3504,9200,35.24489898,4.704737184,793868.5918,6.5,21,-26.48
06364,????,??? ????,Yamagata,Yamagata-ken Mamurogawa-machi, Mamurogawa-machi,3,0,0,3,1,1030,6.51,87.54441743,0.065466448,9165,4828,13100,35.24489898,3.709765412,749561.2657,6.6,19,-24.11
06365,???,??? ???,Yamagata,Yamagata-ken Okura-mura, Okura-mura,0,0,0,0,0,1060,6.89,82.28177135,0.186071239,3762,3479,5900,35.24489898,2.392344498,737656.5657,6.4,15,-16.1
06366,???,??? ???,Yamagata,Yamagata-ken Sakegawa-mura, Sakegawa-mura,0,0,0,0,0,1019,6.68,65.50850229,0.041135335,4862,4284,5300,35.24489898,5.141916907,795430.2756,3.7,18,-29.69
06367,???,??? ???,Yamagata,Yamagata-ken Tozawa-mura, Tozawa-mura,0,0,0,0,0,1001,8.35,80.51291866,0.113122172,5304,4890,4800,35.24489898,1.319758673,698454.5626,8.1,17,57.02
06381,???,??? ???,Yamagata,Yamagata-ken Takahata-machi, Takahata-machi,25,0,0,26,2,1119,7.66,57.82603866,0.063936064,25025,7641,17400,46.05587379,4.115884116,885003.1169,4.9,37,23.62
06382,???,??? ???,Yamagata,Yamagata-ken Kawanishi-machi, Kawanishi-machi,105,0,0,105,1,1172,5.95,47.2545957,0.046208052,17313,8623,10600,43.11526233,3.523363946,843055.2764,4.4,26,5.71
06401,???,??? ???,Yamagata,Yamagata-ken Oguni-machi, Oguni-machi,0,0,0,0,0,1058,8.64,89.15598942,0.259535094,8862,7357,15400,46.05587379,5.416384563,863072.6698,4,31,-28.63
06402,???,??? ???,Yamagata,Yamagata-ken Shirataka-machi, Shirataka-machi,28,0,0,28,1,1115,6.42,64.34005325,0.039179835,15314,5337,8400,46.05587379,2.873187933,866981.5202,4.1,26,-9.55
06403,???,??? ???,Yamagata,Yamagata-ken Iide-machi, Iide-machi,274,0,0,275,2,1139,6.59,83.34041262,0.037769105,7943,5268,5600,46.05587379,2.140249276,836463.5528,3.7,20,116.42
06426,???,??? ???,Yamagata,Yamagata-ken Mikawa-machi, Mikawa-machi,13,0,0,13,1,1098,7.08,0,0.181089122,7731,3321,12800,35.24489898,9.701202949,893555.0382,4.9,36,-16.68
06428,???,??? ???,Yamagata,Yamagata-ken Shonai-machi, Shonai-machi,42,3,0,45,2,969,7.28,56.31870336,0.146817514,23158,10818,10600,35.24489898,4.059072459,890447.8798,5.2,31,-11.79
06461,???,??? ???,Yamagata,Yamagata-ken Yuza-machi, Yuza-machi,318,1,0,320,3,1037,7.68,51.74415815,0.032299742,15480,9914,14700,35.24489898,2.971576227,878927.261,5,29,-27.18
07201,???,??? ???,Fukushima,Fukushima-ken Fukushima-shi,Fukushima-shi,781,0,0,782,2,1238,6,63.68692526,0.42619365,292590,27034,42700,50.96670044,10.73515841,1231415.007,5.9,73,-36.9
07202,?????,??? ?????,Fukushima,Fukushima-ken Aizuwakamatsu-shi,Aizuwakamatsu-shi,575,1,0,576,2,1166,8.75,53.76080203,0.734431944,126220,14770,42800,49.00756789,11.90778007,1046472.984,7.3,65,-7
07203,???,??? ???,Fukushima,Fukushima-ken Koriyama-shi,Koriyama-shi,890,3,0,893,2,1274,6.43,52.1609912,0.198693876,338712,33492,46000,52.11185982,12.3379154,1204028.88,8.1,77,3.22
07204,????,??? ????,Fukushima,Fukushima-ken Iwaki-shi,Iwaki-shi,1703,15,9,1733,5,1332,6.19,71.41754984,0.279328793,342249,34117,33700,34.94304125,11.44196185,1103404.588,7.1,68,-43.59
07205,???,??? ???,Fukushima,Fukushima-ken Shirakawa-shi,Shirakawa-shi,874,0,0,874,1,1276,6.53,56.35768097,0.163822948,64704,13233,18500,28.23091075,9.891196835,1095415.168,9.4,58,-16.27
07207,????,??? ????,Fukushima,Fukushima-ken Sukagawa-shi,Sukagawa-shi,484,0,0,484,1,1281,6.37,42.13557503,0.256096484,79267,16110,25300,28.23091075,8.767835291,995518.1854,7.8,58,0.76
07208,????,??? ????,Fukushima,Fukushima-ken Kitakata-shi,Kitakata-shi,86,0,0,86,1,1186,5.84,66.99839544,0.152800061,52356,18299,11300,49.00756789,7.086102834,858097.3909,6.1,39,10.24
07209,???,??? ???,Fukushima,Fukushima-ken Soma-shi,Soma-shi,2355,11,3,2371,4,1285,6.54,50.85243082,0.237988206,37817,9070,27600,50.96670044,12.26961419,1003028.929,8.7,55,-26.65
07210,????,??? ????,Fukushima,Fukushima-ken Nihonmatsu-shi,Nihonmatsu-shi,552,1,0,553,2,1243,5.8,44.15784129,0.080172371,59871,18845,19300,52.11185982,6.28016903,950802.9263,7.4,47,-23.83
07211,???,??? ???,Fukushima,Fukushima-ken Tamura-shi,Tamura-shi,372,1,0,373,2,1284,7.35,65.38730089,0.037108505,40422,15693,9180,28.23091075,5.863143833,808378.5315,6.6,33,-23.07
07212,????,??? ????,Fukushima,Fukushima-ken Minamisoma-shi,Minamisoma-shi,1758,7,0,1765,2,1285,6.64,54.41656211,0.410564632,70878,18167,22000,50.96670044,9.73503767,1005400.11,6.4,62,-47.78
07213,???,??? ???,Fukushima,Fukushima-ken Date-shi,Date-shi,90,1,0,91,2,1247,6.55,50.18860807,0.031805171,66027,13208,20500,50.96670044,5.982401139,941195.0111,7.9,44,-6.96
07214,???,??? ???,Fukushima,Fukushima-ken Motomiya-shi,Motomiya-shi,408,0,0,408,1,1261,6.17,30.55492381,0.041284258,31489,5899,20100,52.11185982,7.462923561,985852.2341,8.8,66,#N/A
07301,???,??? ???,Fukushima,Fukushima-ken Kori-machi,Kori-machi,25,0,0,25,1,1218,7.29,41.16825692,0.077802848,12853,2485,31000,50.96670044,5.913016416,974181.0472,5.8,47,25.03
07303,???,??? ???,Fukushima,Fukushima-ken Kunimi-machi,Kunimi-machi,97,0,0,97,1,1241,7.18,37.67810026,0.406504065,10086,2370,25100,50.96670044,7.832639302,923538.4692,7.1,34,-26.19
07308,???,??? ???,Fukushima,Fukushima-ken Kawamata-machi,Kawamata-machi,135,0,0,135,1,1221,6.63,66.29327902,0.147729462,15569,3878,18200,50.96670044,4.367653671,813878.7976,7.2,35,-7.04
07322,???,??? ???,Fukushima,Fukushima-ken Otama-mura,Otama-mura,31,0,0,31,1,1221,6.52,63.46589479,0.069979006,8574,2722,15400,52.11185982,6.531373921,892746.7926,8.2,39,-17.91
07342,???,??? ???,Fukushima,Fukushima-ken Kagamiishi-machi,Kagamiishi-machi,169,0,0,169,1,1281,6.44,10.944,0.062426844,12815,2776,20800,28.23091075,12.17323449,972223.4101,8.5,58,-20.36
07344,???,??? ???,Fukushima,Fukushima-ken Tenei-mura,Tenei-mura,62,0,0,62,1,1226,6.84,81.32647633,0.063582896,6291,3786,8810,28.23091075,6.35828962,807595.2949,9.1,31,-26.3
07362,???,??? ???,Fukushima,Fukushima-ken Shimogo-machi,Shimogo-machi,9,0,0,12,3,1169,9.34,85.41108203,0.123819842,6461,4545,8260,49.00756789,5.262343291,761669.2462,7.4,42,-35.8
07364,????,??? ????,Fukushima,Fukushima-ken Hinoemata-mura,Hinoemata-mura,0,0,0,0,0,1174,11.37,86.368758,0,636,5207,5190,,14.1509434,768743.7107,0,53,-45.65
07367,???,??? ???,Fukushima,Fukushima-ken Tadami-machi,Tadami-machi,4,0,0,6,2,1127,8.08,77.20492823,0.304136253,4932,17226,6670,49.00756789,2.02757502,737179.0349,2.6,28,-20.95
07368,????,??? ????,Fukushima,Fukushima-ken Minamiaizu-machi,Minamiaizu-machi,29,0,0,29,1,1183,9.18,89.84568876,0.25750112,17864,8512,9560,49.00756789,5.206000896,808466.021,4.4,24,-26.44
07402,????,??? ????,Fukushima,Fukushima-ken Kitashiobara-mura,Kitashiobara-mura,8,0,0,8,1,1144,7.33,83.64110456,0.345368917,3185,2488,6120,49.00756789,5.651491366,743553.8462,4.2,29,-6.51
07405,????,??? ????,Fukushima,Fukushima-ken Nishiaizu-machi,Nishiaizu-machi,6,0,0,6,1,1162,6.4,84.49669607,0.325821341,7366,4661,9320,49.00756789,6.652185718,711182.3242,5.7,21,-5.34
07407,???,??? ???,Fukushima,Fukushima-ken Bandai-machi,Bandai-machi,32,0,0,32,1,1212,8.16,62.27173731,0.186120713,3761,2155,9940,49.00756789,6.381281574,1008535.762,5.7,45,-36.39
07408,????,??? ????,Fukushima,Fukushima-ken Inawashiro-machi,Inawashiro-machi,89,5,0,96,4,1177,9.57,67.16708861,0.480860487,15805,7587,17600,49.00756789,6.706738374,928302.4359,6,41,56.51
07421,?????,??? ?????,Fukushima,Fukushima-ken Aizubange-machi,Aizubange-machi,37,0,0,37,1,1182,5.92,33.12602291,0.069124424,17360,6108,13600,49.00756789,5.64516129,890053.7442,6.1,36,-7.12
07422,???,??? ???,Fukushima,Fukushima-ken Yugawa-mura,Yugawa-mura,6,0,0,7,2,1202,6.22,0,0.059453032,3364,1636,9230,49.00756789,3.567181926,989149.2271,4,23,-4.74
07423,???,??? ???,Fukushima,Fukushima-ken Yanaizu-machi,Yanaizu-machi,1,0,0,2,2,1135,6.59,86.15323451,0.648540783,4009,2210,7350,49.00756789,3.242703916,688353.2053,6.1,19,-5.28
07444,???,??? ???,Fukushima,Fukushima-ken Mishima-machi,Mishima-machi,4,0,0,4,1,1094,7.47,86.84355389,2.232606438,1926,1176,4590,49.00756789,4.672897196,720991.6926,8,12,-54.09
07445,???,??? ???,Fukushima,Fukushima-ken Kaneyama-machi,Kaneyama-machi,5,0,0,5,1,1097,7.91,71.42225397,0.162469537,2462,7746,4530,49.00756789,4.061738424,657315.1909,3.8,22,-45.03
07446,???,??? ???,Fukushima,Fukushima-ken Showa-mura,Showa-mura,470,0,0,470,1,1142,7.36,89.92548008,0,1500,2118,3590,49.00756789,0.666666667,571774.6667,4.9,9,-45.64
07447,?????,??? ?????,Fukushima,Fukushima-ken Aizumisato-machi,Aizumisato-machi,32,0,0,32,1,1143,7,73.15555234,0.136341646,22737,7316,15700,49.00756789,3.518494085,858977.5256,7.5,27,-12.38
07461,???,??? ???,Fukushima,Fukushima-ken Nishigo-mura,Nishigo-mura,946,0,0,947,2,1220,7.46,64.67866057,0.161885972,19767,6244,16800,28.23091075,10.77553498,1043355.239,5.1,127,-14.67
07464,???,??? ???,Fukushima,Fukushima-ken Izumizaki-mura,Izumizaki-mura,57,0,0,57,1,1253,6.08,31.83615819,0.102910909,6802,2416,15500,28.23091075,8.232872685,940414.878,8.1,61,105.02
07465,???,??? ???,Fukushima,Fukushima-ken Nakajima-mura,Nakajima-mura,27,0,0,27,1,1273,6.1,17.34531994,0.038804812,5154,1551,9670,28.23091075,6.984866123,915506.9849,3.8,29,-24.59
07466,???,??? ???,Fukushima,Fukushima-ken Yabuki-machi,Yabuki-machi,328,0,0,328,1,1270,6.29,18.56882558,0.043461727,18407,4881,16900,28.23091075,8.692345303,896409.5181,7.4,52,4.53
07481,???,??? ???,Fukushima,Fukushima-ken Tanagura-machi,Tanagura-machi,126,0,0,126,1,1282,6.13,74.60267801,0.086309919,15062,3991,12600,28.23091075,7.435931483,941578.7412,6.5,57,-14.56
07482,???,??? ???,Fukushima,Fukushima-ken Yamatsuri-machi,Yamatsuri-machi,65,0,0,65,1,1310,5.94,80.55320589,0.063011972,6348,2328,15100,28.23091075,5.828607435,807396.3453,6.5,32,-15.61
07483,??,??? ??,Fukushima,Fukushima-ken Hanawa-machi,Hanawa-machi,47,0,0,47,1,1316,6.13,80.2173913,0.080938891,9884,4194,13400,28.23091075,5.058680696,847008.8021,5.2,27,-7.51
07484,???,??? ???,Fukushima,Fukushima-ken Samegawa-mura,Samegawa-mura,32,0,0,32,1,1297,6.63,73.40441736,0.050137879,3989,3130,6230,28.23091075,1.504136375,735066.6834,7.3,17,55.63
07501,???,??? ???,Fukushima,Fukushima-ken Ishikawa-machi,Ishikawa-machi,234,0,0,234,1,1277,6.16,49.46849883,0.045007032,17775,5809,18200,28.23091075,5.513361463,832289.6765,8.3,41,-3.64
07502,???,??? ???,Fukushima,Fukushima-ken Tamakawa-mura,Tamakawa-mura,60,0,0,60,1,1289,6.45,44.95274914,0,7231,2470,11600,28.23091075,5.531738349,829579.7262,11.6,36,-10.65
07503,???,??? ???,Fukushima,Fukushima-ken Hirata-mura,Hirata-mura,24,0,0,24,1,1294,6.88,61.31722442,0.101141454,6921,3520,9030,28.23091075,2.745268025,738400.8091,4.8,28,-26.64
07504,???,??? ???,Fukushima,Fukushima-ken Asakawa-machi,Asakawa-machi,27,0,0,27,1,1305,5.98,40.95645204,0,6888,2178,12700,28.23091075,3.048780488,938685.9756,8.6,36,28.98
07505,???,??? ???,Fukushima,Fukushima-ken Furudono-machi,Furudono-machi,15,0,0,15,1,1309,6.96,80.46124671,0,6030,3165,8090,28.23091075,4.47761194,763273.1343,4.9,23,10.51
07521,???,??? ???,Fukushima,Fukushima-ken Miharu-machi,Miharu-machi,70,0,0,70,1,1291,6.77,32.09180869,0.038480567,18191,4931,17200,28.23091075,4.452751361,989034.7425,7,44,-7.19
07522,???,??? ???,Fukushima,Fukushima-ken Ono-machi,Ono-machi,305,0,0,305,1,1273,7.58,69.32299576,0.124977683,11202,3650,15300,28.23091075,6.963042314,803051.6872,8.5,37,-23.87
07541,???,??? ???,Fukushima,Fukushima-ken Hirono-machi,Hirono-machi,62,0,0,65,3,1282,6.79,74.8758349,2.953119232,5418,1452,21600,34.94304125,4.060538944,1226744.74,7.5,112,4.53
07542,???,??? ???,Fukushima,Fukushima-ken Naraha-machi,Naraha-machi,200,0,0,200,1,1258,6.9,74.71242146,9.272727273,7700,2502,14800,34.94304125,7.922077922,1105627.143,7.7,104,-30.21
07543,???,??? ???,Fukushima,Fukushima-ken Tomioka-machi,Tomioka-machi,503,0,0,503,1,1284,6.8,59.39827662,0.72495469,16001,2741,20000,34.94304125,8.561964877,1278990.313,6.5,89,-22.23
07544,???,??? ???,Fukushima,Fukushima-ken Kawauchi-mura,Kawauchi-mura,350,1,0,352,3,1274,7.6,87.15675347,0,2820,2547,5000,34.94304125,7.446808511,821641.1348,6.7,27,36.94
07545,???,??? ???,Fukushima,Fukushima-ken Okuma-machi,Okuma-machi,3,0,0,3,1,1234,6.75,63.11308767,9.726443769,11515,2893,14600,34.94304125,8.336951802,1452760.834,6.7,140,-1.32
07546,???,??? ???,Fukushima,Fukushima-ken Futaba-machi,Futaba-machi,253,0,0,253,1,1277,6.69,58.07392996,0.086555107,6932,2137,17400,34.94304125,2.452394691,1257754.328,5.2,81,-23.54
07547,???,??? ???,Fukushima,Fukushima-ken Namie-machi,Namie-machi,412,0,0,412,1,1260,6.68,71.81981174,0.277445587,20905,6288,20300,34.94304125,5.166228175,1037320.976,6.8,45,-31.93
07548,???,??? ???,Fukushima,Fukushima-ken Katsurao-mura,Katsurao-mura,21,0,0,21,1,1267,7.52,82.06102339,0,1531,1533,4300,34.94304125,2.612671457,696172.4363,3,13,53.13
07561,???,??? ???,Fukushima,Fukushima-ken Shinchi-machi,Shinchi-machi,58,0,0,60,2,1281,6.53,35.27508091,1.325389105,8224,2948,17800,50.96670044,11.55155642,917770.5496,8.1,83,-22.58
07564,???,??? ???,Fukushima,Fukushima-ken Iitate-mura,Iitate-mura,403,0,0,403,1,1256,7.11,74.9054882,0,6209,5686,10900,50.96670044,5.959091641,618703.3339,5.2,23,-44.16
08201,???,??? ???,Ibaraki,Ibaraki-ken Mito-shi,Mito-shi,2420,0,0,2420,1,1350,5.63,15.24168698,0.619906977,268750,18426,64800,50.81117156,17.70418605,1399119.073,6.2,86,56.29
08202,???,??? ???,Ibaraki,Ibaraki-ken Hitachi-shi,Hitachi-shi,534,0,0,534,1,1341,6.32,54.87475061,0.223684687,193129,9671,48500,41.79849386,10.84249388,1372076.778,7.7,85,9.2
08203,???,??? ???,Ibaraki,Ibaraki-ken Tsuchiura-shi,Tsuchiura-shi,1103,0,0,1103,1,1339,5.9,11.5619156,0.383762401,143839,10097,38900,38.1898575,21.16950201,1404998.262,7.3,94,31.23
08204,???,??? ???,Ibaraki,Ibaraki-ken Koga-shi,Koga-shi,1325,0,0,1325,1,1369,5.12,7.177536818,0.09231092,142995,11370,45500,31.35075714,15.05647051,1252458.771,7.4,81,-13.75
08205,???,??? ???,Ibaraki,Ibaraki-ken Ishioka-shi,Ishioka-shi,1005,0,0,1005,1,1336,5.78,36.24431871,0.176942287,79687,13551,26200,38.1898575,15.84951121,1150095.448,7.1,64,11.36
08207,???,??? ???,Ibaraki,Ibaraki-ken Yuki-shi,Yuki-shi,496,0,0,496,1,1358,4.73,3.888213852,0.080009144,52494,6308,35700,31.35075714,14.85884101,1155818.989,7.3,71,-3.35
08208,????,??? ????,Ibaraki,Ibaraki-ken Ryugasaki-shi,Ryugasaki-shi,651,0,0,651,1,1337,6.15,8.20971867,0.607463838,80334,6799,39200,50.86027112,16.79239176,1372351.47,7.4,78,3.15
08210,???,??? ???,Ibaraki,Ibaraki-ken Shimotsuma-shi,Shimotsuma-shi,495,0,0,495,1,1357,5.31,4.723046489,0.09113744,44987,7744,23700,38.34613839,15.76010848,1103949.163,7.3,64,0.62
08211,???,??? ???,Ibaraki,Ibaraki-ken Joso-shi,Joso-shi,628,0,0,628,1,1348,5.64,4.881800518,0.194427434,65320,11717,30200,31.35075714,13.62522964,1151656.874,7.8,79,5.12
08212,?????,??? ?????,Ibaraki,Ibaraki-ken Hitachiota-shi,Hitachiota-shi,684,1,0,685,2,1362,5.72,66.11650224,0.094222222,56250,13074,16300,65.1052282,6.613333333,1188300.978,5.3,43,-11.55
08214,???,??? ???,Ibaraki,Ibaraki-ken Takahagi-shi,Takahagi-shi,216,0,0,216,1,1335,6.39,80.36664085,0.058032692,31017,3882,37500,41.79849386,13.41199987,1143626.302,8.5,61,48.32
08215,????,??? ????,Ibaraki,Ibaraki-ken Kitaibaraki-shi,Kitaibaraki-shi,513,1,1,515,3,1325,6.52,67.95497186,0.093565262,47026,5829,30300,41.79849386,11.58933356,1083750.393,8.2,66,3.41
08216,???,??? ???,Ibaraki,Ibaraki-ken Kasama-shi,Kasama-shi,1898,0,4,1902,2,1326,5.41,43.07237691,0.117115188,79409,13672,31300,50.81117156,15.21238147,1139640.519,5.7,70,2.52
08217,???,??? ???,Ibaraki,Ibaraki-ken Toride-shi,Toride-shi,253,0,0,253,1,1340,6.05,3.016009148,0.130413767,109651,6731,54000,50.86027112,15.02038285,1440479.321,7.5,91,-32.25
08219,???,??? ???,Ibaraki,Ibaraki-ken Ushiku-shi,Ushiku-shi,712,0,0,712,1,1342,5.91,18.85190217,0.00367269,81684,4701,49400,50.86027112,15.87826257,1540394.839,8.9,94,104.76
08220,????,??? ????,Ibaraki,Ibaraki-ken Tsukuba-shi,Tsukuba-shi,3616,0,0,3616,1,1345,5.58,14.84493259,0.073162776,214590,24107,64900,38.1898575,18.5563167,1581865.203,4.3,105,20.74
08221,??????,??? ??????,Ibaraki,Ibaraki-ken Hitachinaka-shi,Hitachinaka-shi,383,0,1,384,2,1367,5.97,6.258201272,0.084681014,157060,9179,43900,65.1052282,10.80478798,1388584.133,6.3,100,4.22
08222,???,??? ???,Ibaraki,Ibaraki-ken Kashima-shi,Kashima-shi,1135,1,0,1137,3,1335,6.79,13.6642446,0.785257138,66093,7794,26200,56.28082347,16.28009018,1299624.166,6.2,128,-33.84
08223,???,??? ???,Ibaraki,Ibaraki-ken Itako-shi,Itako-shi,439,0,0,439,1,1333,6.26,11.81907296,0.065500753,30534,4898,21800,56.28082347,15.06517325,1108185.465,8.3,54,13.87
08224,???,??? ???,Ibaraki,Ibaraki-ken Moriya-shi,Moriya-shi,86,0,2,88,2,1344,5.83,6.286836935,0.089625812,62482,3324,88600,50.86027112,17.62107487,1677222.384,5.6,102,38.23
08225,?????,??? ?????,Ibaraki,Ibaraki-ken Hitachiomiya-shi,Hitachiomiya-shi,720,0,0,720,1,1346,5.23,61.64532981,0.283323742,45178,13145,11400,55.22337392,9.008809598,1049716.676,7.5,48,-21.59
08226,???,??? ???,Ibaraki,Ibaraki-ken Naka-shi,Naka-shi,1024,0,0,1024,1,1357,5.42,15.81799591,0.127212389,54240,8190,30600,65.1052282,11.46755162,1253261.468,5.2,68,7.39
08227,???,??? ???,Ibaraki,Ibaraki-ken Chikusei-shi,Chikusei-shi,2626,0,1,2627,2,1355,4.91,4.728512296,0.551014955,108527,19518,29800,45.34151964,14.07944567,1156459.397,7.4,73,-3.86
08228,???,??? ???,Ibaraki,Ibaraki-ken Bando-shi,Bando-shi,672,0,0,672,1,1353,5.36,10.05033285,0.064155113,56114,11058,28200,31.35075714,15.75364437,1117018.552,5.8,67,-16.87
08229,???,??? ???,Ibaraki,Ibaraki-ken Inashiki-shi,Inashiki-shi,1175,0,0,1175,1,1338,6.12,7.935659442,0.070369975,46895,16071,13200,50.86027112,15.39609766,1057583.666,6.5,58,-16.16
08230,???????,??? ???????,Ibaraki,Ibaraki-ken Kasumigaura-shi,Kasumigaura-shi,1096,0,0,1096,1,1333,6.2,13.08984101,0.055105274,43553,9813,23100,38.1898575,12.51348931,1233908.778,4.7,65,-15.69
08231,???,??? ???,Ibaraki,Ibaraki-ken Sakuragawa-shi,Sakuragawa-shi,1485,0,0,1485,1,1338,5.85,41.4895984,0.052547457,45673,10519,26300,45.34151964,12.04212554,1061471.942,7.1,51,-51.52
08232,???,??? ???,Ibaraki,Ibaraki-ken Kamisu-shi,Kamisu-shi,2223,8,6,2237,3,1326,6.75,3.483634388,0.617121156,94795,13815,23700,56.28082347,19.37865921,1280621.752,7.6,154,-6.23
08233,???,??? ???,Ibaraki,Ibaraki-ken Namegata-shi,Namegata-shi,2001,0,1,2002,2,1333,6.25,16.10756363,0.055834729,37611,12765,10500,56.28082347,9.678019728,999480.87,4.2,46,-19.44
08234,???,??? ???,Ibaraki,Ibaraki-ken Hokota-shi,Hokota-shi,1995,1,0,1996,2,1350,6.34,23.89758863,0.031900471,50156,15643,16500,56.28082347,12.00255204,964283.0369,6,47,-10.36
08235,???????,??? ???????,Ibaraki,Ibaraki-ken Tsukubamirai-shi,Tsukubamirai-shi,558,0,0,558,1,1346,5.94,7.366691938,0.067474866,44461,7283,34300,38.1898575,11.76311824,1362938.013,7.6,76,-7.7
08236,????,??? ????,Ibaraki,Ibaraki-ken Omitama-shi,Omitama-shi,2148,0,0,2148,1,1339,5.75,15.06584845,0.05355879,52279,11801,18400,47.23534049,13.38969758,1137685.361,6.2,66,-22.52
08302,???,??? ???,Ibaraki,Ibaraki-ken Ibaraki-machi,Ibaraki-machi,1180,0,0,1180,1,1344,5.9,15.66096679,0.075333932,34513,9666,29700,56.28082347,13.00959059,1024007.649,6.6,57,36.51
08309,???,??? ???,Ibaraki,Ibaraki-ken Oarai-machi,Oarai-machi,67,0,0,67,1,1358,6.48,16.60198361,0.076385858,18328,1772,40500,56.28082347,19.36927106,1069160.683,6.8,81,-6.79
08310,???,??? ???,Ibaraki,Ibaraki-ken Shirosato-machi,Shirosato-machi,498,0,0,498,1,1320,5.18,61.18221728,0.07910288,21491,6297,12000,45.34151964,6.840072589,1060985.203,7,40,-16.93
